en_word,pos,level,mp3_url,ru_word,transcription,en_example,ru_example
patent,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pat/paten/patent__gb_1.mp3,патент,[ˈpeɪtənt],My 44th patent; about the 15th invention.,"Патент - 44-й, а изобретение - примерно 15-ое."
essence,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ess/essen/essence__gb_1.mp3,суть,[ˈesns],That is the essence of democracy.,В этом и есть суть демократии.
estate,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estat/estate__gb_1.mp3,недвижимость,[ɪsˈteɪt],He's an estate agent.,Агент по продаже недвижимости.
grant,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gra/grant/grant__gb_1.mp3,грант,[ɡrɑ:nt],"Dr. Grant, are you all right?","Грант, вы в порядке?"
May,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/may/may_1/may_1_gb_1.mp3,май,,Recapitulation of May 2004 estimate,"Резюме оценки, представленной в мае 2004 года"
random,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/ran/rando/random__gb_2.mp3,случайный,[ˈrændəm],It just seems so random.,Похоже на случайный выбор.
killing,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/k/kil/killi/killing__gb_3.mp3,убийство,[ˈkɪlɪŋ],"Well, not for killing Christa.","Ну, не за убийство Кристы."
subject,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sub/subje/subject__gb_7.mp3,подверженный,['sʌbʤekt],Regulators are typically not subject to those temptations.,Надзорные инспектора обычно не подвержены подобному искушению.
writer,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wri/write/writer__gb_1.mp3,писатель,[ˈraɪtə],Because I was a writer.,Потому что я писатель.
depict,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dep/depic/depict__gb_1.mp3,изображать,[dɪˈpɪkt],the photograph must depict the user submitting it;,"фотография должна изображать пользователя, который ее предоставил;"
tenant,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ten/tenan/tenant__gb_1.mp3,арендатор,,The tenant is Shum Suet.,Арендатор - Шум Суэт.
conservation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconservation__gb_2.mp3,сохранение,[ˌkɔnsə:ˈveɪʃən],Conservation and restoration of biotopes;,сохранение и восстановление биотопов;
pour,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pou/pour_/pour__gb_1.mp3,наливать,[pɔ:],I'll pour the tea.,Я налью чай.
equal,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equal/equal__gb_1.mp3,равный,[ˈi:kwəl],But we were not equal.,Но мы не были равны.
corner,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cor/corne/corner__gb_1.mp3,угол,[ˈkɔ:nə],"Check round the corner, Annie.","Проверь за углом, Анни."
institute,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insti/institute__gb_1.mp3,институт,[ˈɪnstɪtju:t],CFA Institute Global Survey 2015,Глобальный опрос института Chartered Financial Analyst за 2015 год
involve,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inv/invol/involve__gb_2.mp3,включать,[ɪnˈvɔlv],Both involve announcing benchmark levels.,Обе они включают объявление исходных уровней.
plus,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/plu/plus_/plus__gb_3.mp3,плюс,[plʌs],Coagulopathy plus kidney equals what?,Коагулопатия плюс почки равно чему?
friendship,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fri/frien/friendship__gb_1.mp3,дружба,[ˈfrendʃɪp],"While broth boils, friendship blooms.","Пока кипит похлёбка, дружба цветёт."
resume,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/resum/resume__gb_2.mp3,возобновлять,[rɪ'zjuːm],Resume inventory close [AX 2012],Возобновить закрытие запасов [AX 2012]
loud,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lou/loud_/loud__gb_1.mp3,громкий,[laud],I almost clapped out loud.,Я едва громко не захлопала в ладоши.
modify,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mod/modif/modify__gb_1.mp3,изменять,[ˈmɔdɪfaɪ],"Then, select Fields > Modify Expression.",Затем на вкладке Поля нажмите кнопку Изменить выражение.
motion,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motio/motion__gb_1.mp3,движение,[ˈməuʃən],It's motion and emotion.,Движение и эмоции.
bent,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/bent_/bent__gb_2.mp3,искореженный,[bent],,
girl,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gir/girl_/girl__gb_2.mp3,девочка,[ɡə:l],She's a big girl.,Она уже большая девочка.
heighten,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hei/heigh/heighten__gb_1.mp3,усиливать,[ˈhaɪtn],But it will also heighten the will to succeed.,Но он также и усилит стремление к достижению цели.
individual,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ind/indiv/individual__gb_3.mp3,отдельный,[ˌɪndɪˈvɪdjuəl],Individual ministers did their best.,Отдельные министры сделали все возможное.
pit,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pit/pit__/pit__gb_1.mp3,яма,[pɪt],I work in the pit.,Я работаю в смотровой яме.
IT,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/i_t/i_t__/i_t__1_gb_1_abbr.mp3,ИТ,,How does IT help laborers?,Как ИТ может помочь рабочим?
fame,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fam/fame_/fame__gb_1.mp3,слава,[feɪm],Pool hustlers Wall of Fame.,Стена славы игроков в бильярд.
abstract,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abs/abstr/abstract__gb_5.mp3,абстрактный,['æbstrækt],"These doctrines seemed unproven, abstract.",я считала её доктрины - недоказанные и абстрактные на восприятие - абсолютно невозможными.
flow,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/flo/flow_/flow__gb_1.mp3,поток,[fləu],Create a mail flow rule,Создание правила потока обработки почты
settle,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/set/settl/settle__gb_1.mp3,урегулировать,[ˈsetl],"You need to settle this case, Harvey.","Ты должен урегулировать это дело, Харви."
cautious,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cau/cauti/cautious__gb_1.mp3,осторожный,,The ECB was more cautious.,ЕЦБ был более осторожным.
buck,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/buc/buck_/buck__gb_1.mp3,доллар,[bʌk],Less Bang for America’s Stimulus Buck,Меньше шума о стимулирующем воздействии американского доллара
budget,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bud/budge/budget__gb_2.mp3,бюджет,[ˈbʌdʒɪt],Create an original project budget,Создание исходного бюджета проекта
game,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gam/game_/game__gb_1.mp3,игра,[ɡeɪm],Remember that game against Easton?,Помнишь ту игру против Истон?
length,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/len/lengt/length__gb_2.mp3,длина,[leŋθ],Cut and measured to length.,Срублено по нужной длине.
euro,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eur/euro_/euro__gb_2.mp3,евро,,Talking Sensibly About the Euro,Давайте серьезно поговорим о евро
movement,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/movem/movement__gb_1.mp3,движение,[ˈmu:vmənt],How to start a movement,Как создать движение
variation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/v/var/varia/variation__gb_3.mp3,изменение,[ˌvɛərɪˈeɪʃən],Variation of load carrying capacity (per cent),Изменение несущей способности (%)
welcome,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wel/welco/welcome__gb_1.mp3,приветственный,[ˈwelkəm],Welcome and introduction of participants,Приветственная речь и представление участников
humanitarian,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hum/human/humanitarian__gb_1.mp3,гуманитарный,[hju:ˌmænɪˈtɛərɪən],This is a humanitarian conflict?,Такой вот гуманитарный конфликт.
tail,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tai/tail_/tail__gb_2.mp3,хвост,[teɪl],"No tail, no cloven hooves?","Ни хвоста, ни раздвоенных копыт?"
rally,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/ral/rally/rally__gb_1.mp3,митинг,[ˈrælɪ],The rally was effectively quashed.,Митинг был фактически разогнан.
bench,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/bench/bench__gb_1.mp3,скамейка,[bentʃ],He sat on the bench.,Он сидел на скамейке.
bind,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bin/bind_/bind__gb_1.mp3,связывать,[baɪnd],"Bind them, and cast them into the fire!","Связать их, и бросить их в огонь!"
month,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/month/month__gb_1.mp3,месяц,[mʌnθ],Sitting as vampires eighth month!,Сидим как упыри восьмой месяц!
per cent,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/per/per_c/per_cent_1_gb_2.mp3,процент,,Investigation of 87 per cent of maternal deaths.,Проверка 87 процентов случаев материнской смертности.
laugh,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/laugh/laugh__gb_1.mp3,смех,[lɑ:f],He laughed a merry laugh.,Он залился весёлым смехом.
inspiration,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/inspi/inspiration__gb_1.mp3,вдохновение,[ˌɪnspəˈreɪʃən],Nature is my greatest inspiration.,Природа это мое самое большое вдохновение.
naval,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nav/naval/naval__gb_1.mp3,военно-морской,[ˈneɪvəl],Where is the Alameda naval base?,Где в Аламиде военно-морская база?
poor,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/poo/poor_/poor__gb_1.mp3,бедный,[puə],Think of my poor bambinos!,Подумайте о моих бедных бамбини!
knee,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/k/kne/knee_/knee__gb_3.mp3,колено,[ni:],Remove hand from my knee.,Уберите руку с моего колена.
professional,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/profe/professional__gb_3.mp3,профессиональный,[prəˈfeʃənl],I'm a professional pusher.,Я профессиональный толкач.
jurisdiction,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/j/jur/juris/jurisdiction__gb_1.mp3,юрисдикция,[ˌdʒuərɪsˈdɪkʃən],12. Governing Law and Jurisdiction,12. Регулирующее законодательство и юрисдикция
lesser,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/les/lesse/lesser__gb_1.mp3,меньший,[ˈlesə],Inflation Is Still the Lesser Evil,Инфляция продолжает оставаться меньшим из зол
quote,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/q/quo/quote/quote__gb_2.mp3,котировка,,The time of the latest quote.,Время последней котировки
wire,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wir/wire_/wire__gb_1.mp3,провод,[ˈwaɪə],She cut his LVAD wire.,Она перерезала провод.
dimension,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dim/dimen/dimension__gb_3.mp3,аспект,[dɪˈmenʃən],And then the important third dimension.,А вот и важный для нас третий аспект.
dry,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dry/dry__/dry__gb_3.mp3,сухой,[draɪ],Bring me a dry towel.,Принеси мне сухое полотенце.
forthcoming,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/for/forth/forthcoming__gb_2.mp3,предстоящий,[fɔ:θˈkʌmɪŋ],"Therefore, I would expect the forthcoming wave to be negative.","Поэтому, я думаю, что предстоящая волна будет отрицательной."
broken,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broke/broken__gb_1.mp3,сломанный,[ˈbrəukən],Broken wrist and soiled knickers.,Сломанное запястье и испачканные штанишки.
cream,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cre/cream/cream__gb_1.mp3,кремовый,[kri:m],Shall I use cream shadow?,Я использую кремовые тени?
old,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/old/old__/old__gb_3.mp3,старый,[əuld],Where is that old geezer?,Где этот старый хрыч?
expire,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expir/expire__gb_1.mp3,истекать,[ɪksˈpaɪə],It will expire Dec. 5.,Срок действия договора истекает 5 декабря.
hunger,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hun/hunge/hunger__gb_1.mp3,голод,[ˈhʌŋɡə],The Key to Ending Hunger,Ключ к устранению голода
preach,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/preac/preach__gb_1.mp3,проповедовать,[pri:tʃ],"They preach peace, but conspire against me.","Они проповедуют мир, но устраивают заговор против меня."
friendly,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fri/frien/friendly__gb_1.mp3,дружественный,[ˈfrendlɪ],The efficient and friendly broker!,Эффективный и дружественный брокер!
symptom,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sym/sympt/symptom__gb_2.mp3,симптом,[ˈsɪmptəm],Video games are a symptom.,Видео игры - это симптом.
influence,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inf/influ/influence__gb_1.mp3,влияние,[ˈɪnfluəns],Must be Elijah's influence.,Должно быть влияние Элайджи.
better,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/bette/better__gb_2.mp3,хороший,[ɡud],That's a good explanation:,Это хорошее объяснение:
choose,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cho/choos/choose__gb_1.mp3,выбирать,[tʃu:z],Choose one of the following:,Выберите один из следующих вариантов.
commence,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comme/commence__gb_2.mp3,начинать,[kəˈmens],Let the papier mache commence.,Давай начнём с папье-маше.
able,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abl/able_/able__gb_1.mp3,способный,[ˈeɪbl],they are able to sense.,они способны чувствовать.
marketplace,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marke/marketplace__gb_1.mp3,рынок,[ˈmɑ:kɪtpleɪs],Civilizing the Marketplace of Ideas,Придание цивилизованности рынку идей
print,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/print/print__gb_1.mp3,печать,[prɪnt],Print inventory transfer report (InventJournalTransTransfer),Печать отчета по перемещению запасов (InventJournalTransTransfer)
oxygen,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/oxy/oxyge/oxygen__gb_1.mp3,кислород,[ˈɔksɪdʒən],"Oxygen reference: dry basis, 11 %.","Базовое содержание кислорода: сухая основа, 11 %."
resignation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/resig/resignation__gb_1.mp3,отставка,[ˌrezɪɡˈneɪʃən],I never submitted your resignation.,Потому что я никогда не подписывал твою отставку.
password,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pas/passw/password__gb_1.mp3,пароль,[ˈpɑ:swə:d],Change your Microsoft account password,Изменение пароля учетной записи Майкрософт
battle,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bat/battl/battle__gb_1.mp3,битва,[ˈbætl],(That battle is highly selective.,(Эта битва исключительно избирательна.
filter,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fil/filte/filter__gb_1.mp3,фильтр,[ˈfɪltə],Add a new spam filter,Добавление нового фильтра нежелательной почты
pointed,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/poi/point/pointed__gb_1.mp3,резкий,[ˈpɔɪntɪd],"""Later that evening, Holyfield released a more pointed denial, stating, """"I do not use steroids.""","Позже в тот же вечер Холфилд (Holyfield) опроверг все еще резче, заявив: «Я не использую стероиды»."
terrible,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terri/terrible__gb_1.mp3,ужасный,[ˈterəbl],"Terrible weather we got, ey?","Ужасная погода, правда?"
assume,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ass/assum/assume__gb_2.mp3,предполагать,[əˈsju:m],"And yes, assume I'm stupid.","И, да, предположим я тупорылая."
ban,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ban/ban__/ban__gb_1.mp3,запрет,[bæn],Endorse the Nuclear Test Ban,Поддержать запрет на ядерные испытания
different,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dif/diffe/different__gb_3.mp3,различный,[ˈdɪfrənt],Now all your different departments.,"Вот, все ваши различные отделы."
hero,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/her/hero_/hero__gb_1.mp3,герой,[ˈhɪərəu],They consider him a hero.,Они считали его героем.
intervention,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/int/inter/intervention__gb_1.mp3,вмешательство,[ˌɪntəˈvenʃən],Intervention is even less plausible.,Вмешательство еще менее желанно.
resort,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/resor/resort__gb_1.mp3,курорт,[rɪ'zɔːt],“It was a summer resort.,«Раньше это был летний курорт.
terminal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/termi/terminal__gb_3.mp3,терминальный,[ˈtə:mɪnl],Provision of thin client and terminal servers,Предоставление тонких клиентских и терминальных серверов
article,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/art/artic/article__gb_1.mp3,статья,[ˈɑ:tɪkl],Article 26- proposed short version,Статья 26: предлагаемый сокращенный вариант
rifle,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rif/rifle/rifle__gb_1.mp3,винтовка,[ˈraɪfl],"The katana sword, McCoy rifle.","Катана, винтовка МакКоя."
disposal,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dis/dispo/disposal__gb_2.mp3,распоряжение,[dɪsˈpəuzəl],We will be at your disposal,Мы будем в Вашем распоряжении
trip,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trip_/trip__gb_2.mp3,поездка,[trɪp],Half took a recent trip.,Половина была недавно в поездке.
homeland,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hom/homel/homeland__gb_1.mp3,родина,[ˈhəumlænd],I was longing for my homeland.,Я тосковал по своей родине.
martial,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marti/martial__gb_1.mp3,военный,[ˈmɑ:ʃəl],There is another reason to jettison the martial vocabulary.,Есть и ещё одна причина перестать пользоваться военной терминологией.
lip,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lip/lip__/lip__gb_1.mp3,губа,[lɪp],"Oh, and my lip gloss.","О, и мой блеск для губ."
partnership,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/par/partn/partnership__gb_1.mp3,партнерство,[ˈpɑ:tnəʃɪp],Building the India-US Partnership,Выстраивание партнерства между Индией и США
might,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mig/might/might__gb_2.mp3,мочь,[meɪ],You may open the window.,Можете открыть окно.
confrontation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconfrontation__gb_1.mp3,конфронтация,[ˌkɔnfrʌnˈteɪʃən],"Avoid confrontation, keep eye contact.","Без конфронтации, не опускайте взгляд."
horizon,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hor/horiz/horizon__gb_1.mp3,горизонт,[həˈraɪzn],The ship appeared on the horizon.,Корабль показался на горизонте.
inclusion,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inc/inclu/inclusion__gb_1.mp3,включение,[ɪnˈklu:ʒən],Inclusion of visual aids in the standard,Включение в стандарт наглядных материалов
app,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/app__/app__gb_1.mp3,приложение,,To create an app password:,"Чтобы создать пароль приложения, выполните следующее."
coffee,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cof/coffe/coffee__gb_2.mp3,кофе,[ˈkɔfɪ],I brought coffee and donuts.,Я принесла кофе и пончики.
regain,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/reg/regai/regain__gb_1.mp3,возвращать,[rɪˈɡeɪn],How can we help Georgia maintain its independence and begin the process of regaining sovereignty over Russian-occupied territories?,Как мы можем помочь Грузии сохранять свою независимость и начать процесс возвращения суверенитета над оккупированными Россией территориями?
speaker,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spe/speak/speaker__gb_1.mp3,оратор,[ˈspi:kə],The speaker cleared his throat.,Оратор прочистил горло.
volume,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/v/vol/volum/volume__gb_3.mp3,объем,[ˈvɔljum],*Volume is measured in millions.,*Объем измеряется в миллионах.
terror,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terro/terror__gb_1.mp3,террор,[ˈterə],"The war against terror, yes.","Да, за войну против террора."
chairman,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/chair/chairman__gb_1.mp3,председатель,[ˈtʃɛəmən],"Chairman Reynard, ladies and gentlemen.","Председатель Рейнард, дамы и господа."
flat,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fla/flat_/flat__gb_1.mp3,плоский,[flæt],There was this flat roof.,Это была плоская крыша.
incredible,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inc/incre/incredible__gb_1.mp3,невероятный,,That is an incredible claim.,Это невероятное заявление.
info,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inf/info_/info__gb_1.mp3,информация,,Click the Business Info tab.,Откройте вкладку Информация о компании.
photo,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pho/photo/photo__gb_2.mp3,фотография,[ˈfəutəu],Your photo should be square.,Фотография должна быть квадратной.
visible,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/v/vis/visib/visible__gb_3.mp3,видимый,[ˈvɪzəbl],There were no visible dangers.,Видимых опасностей не было.
industry,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ind/indus/industry__gb_2.mp3,промышленность,[ˈɪndəstrɪ],Will its aerospace industry follow?,Пойдет ли туда авиакосмическая промышленность?
diverse,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/div/diver/diverse__gb_1.mp3,разнообразный,[daɪˈvə:s],Church-state relations across Europe are extremely diverse.,Отношения между церковью и государством в Европе чрезвычайно разнообразны.
thought,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoug/thought__gb_2.mp3,мысль,[θɔ:t],Here's a wacky thought.,У меня возникла дурацкая мысль.
affection,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aff/affec/affection__gb_1.mp3,привязанность,[əˈfekʃən],It shews affection for me.,Это показывает привязанность ко мне.
walk,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wal/walk_/walk__gb_1.mp3,прогулка,[wɔ:k],Went for a long walk.,Ходили на долгую прогулку.
rope,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rop/rope_/rope__gb_1.mp3,веревка,[rəup],Let go of the rope.,Отпусти верёвку.
dialogue,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dia/dialo/dialogue__gb_1.mp3,диалог,[ˈdaɪəlɔɡ],No dialogue was ever sought.,Не о каком диалоге не было и речи.
valley,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/v/val/valle/valley__gb_1.mp3,долина,[ˈvælɪ],Make Your Own Silicon Valley,Создайте свою Силиконовую долину
buffer,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/buf/buffe/buffer__gb_1.mp3,буферный,[ˈbʌfə],Set buffer days for sales payments [AX 2012],Определение буферных дней для оплаты продаж [AX 2012]
programming,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/progr/programming__gb_1.mp3,программирование,,Expert in conductivity and computer programming.,Я эксперт в электропроводимости и программировании.
pepper,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pep/peppe/pepper__gb_2.mp3,перец,[ˈpepə],The hottest pepper in America.,Самый острый перец в Америке.
tribute,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/tribu/tribute__gb_1.mp3,дань,[ˈtrɪbju:t],I'm here to pay tribute to Bill.,Я принес дань Биллу.
endorse,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/end/endor/endorse__gb_1.mp3,поддерживать,[ɪnˈdɔ:s],Endorse the Nuclear Test Ban,Поддержать запрет на ядерные испытания
short-term,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sho/short/short_term_1_gb_2.mp3,краткосрочный,,Short-term loans and borrowings,Краткосрочные кредиты и займы
rhetoric,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rhe/rheto/rhetoric__gb_1.mp3,риторика,[ˈretərɪk],Religious rhetoric is a problem.,Риторика религиозных лидеров — это проблема.
removal,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rem/remov/removal__gb_1.mp3,удаление,[rɪˈmu:vəl],To undo the song removal:,Вот как отменить удаление композиции:
skull,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sku/skull/skull__gb_1.mp3,череп,[skʌl],This is the clown skull.,Это череп клоуна.
flexibility,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fle/flexi/flexibility__gb_1.mp3,гибкость,,Flexibility to define rebate programs,Гибкость программы выплаты партнерам
creator,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cre/creat/creator__gb_1.mp3,создатель,[kri:ˈeɪtə],It's a value respecting the creator.,Ценности уважения создателей произведений.
